CollectionCode	HMS	StructuredFormula	StructureType	Title	Reference	Temperature	ANXFormula	ChemicalName	PublicationYear	Quality	
192144	P n m a	Na Ni F3	Perovskite#GdFeO3	Perovskite-to-Postperovskite Transitions in Na Ni F3 and Na Co F3 and Disproportionation of Na Co F3 Postperovskite under High Pressure and High Temperature	Inorganic Chemistry (2012) 51, (12) p. 6559-6566	293.00	ABX3	Sodium nickel trifluoride	2012	-1	
192145	C m c m	Na Ni F3	Pyroxene#CaIrO3	Perovskite-to-Postperovskite Transitions in Na Ni F3 and Na Co F3 and Disproportionation of Na Co F3 Postperovskite under High Pressure and High Temperature	Inorganic Chemistry (2012) 51, (12) p. 6559-6566	293.00	ABX3	Sodium nickel trifluoride	2012	-1	
192146	P n m a	Na Co F3	Perovskite#GdFeO3	Perovskite-to-Postperovskite Transitions in Na Ni F3 and Na Co F3 and Disproportionation of Na Co F3 Postperovskite under High Pressure and High Temperature	Inorganic Chemistry (2012) 51, (12) p. 6559-6566	293.00	ABX3	Sodium cobalt trifluoride	2012	-1	
192147	P n m a	Na Co F3	Perovskite#GdFeO3	Perovskite-to-Postperovskite Transitions in Na Ni F3 and Na Co F3 and Disproportionation of Na Co F3 Postperovskite under High Pressure and High Temperature	Inorganic Chemistry (2012) 51, (12) p. 6559-6566	293.00	ABX3	Sodium cobalt trifluoride	2012	-1	
192148	C m c m	Na Co F3	Pyroxene#CaIrO3	Perovskite-to-Postperovskite Transitions in Na Ni F3 and Na Co F3 and Disproportionation of Na Co F3 Postperovskite under High Pressure and High Temperature	Inorganic Chemistry (2012) 51, (12) p. 6559-6566	293.00	ABX3	Sodium cobalt trifluoride	2012	-1	
192149	P n m a	Na Co F3	Perovskite#GdFeO3	Perovskite-to-Postperovskite Transitions in Na Ni F3 and Na Co F3 and Disproportionation of Na Co F3 Postperovskite under High Pressure and High Temperature	Inorganic Chemistry (2012) 51, (12) p. 6559-6566	293.00	ABX3	Sodium cobalt trifluoride	2012	-1	
192150	C m c m	Na Co F3	Pyroxene#CaIrO3	Perovskite-to-Postperovskite Transitions in Na Ni F3 and Na Co F3 and Disproportionation of Na Co F3 Postperovskite under High Pressure and High Temperature	Inorganic Chemistry (2012) 51, (12) p. 6559-6566	293.00	ABX3	Sodium cobalt trifluoride	2012	-1	
200062	P b n m	Na Ni F3	Perovskite#GdFeO3	The crystal structure of Na Ni F3	Journal of the Physical Society of Japan (1977) 43, (*) p. 258-263	293.00	ABX3	Sodium nickel fluoride	1977	-1	
201250	P m -3 m	Cs Pb Cl3	Perovskite#CaTiO3	High-resolution studies of cubic Perovskites by elastic neutron diffraction - Cs Pb Cl3	Journal of Physics C: Solid State Physics (1979) 12, (*) p. 5393-5410	293.00	ABX3	Cesium lead(II) trichloride	1979	-1	
201253	P m -3 m	Rb Ca F3	Perovskite#CaTiO3	High-resolution studies of cubic Perovskites by elastic neutron diffraction II - Sr Ti O3, K Mn F3, Rb Ca F3 and Cs Pb Cl3	Journal of Physics C: Solid State Physics (1981) 14, (*) p. 1713-1736	293.00	ABX3	Rubidium calcium fluoride	1981	-1	
201255	P m -3 m	K (Mn F3)	Perovskite#CaTiO3	High-resolution studies of cubic Perovskites by elastic neutron diffraction II - Sr Ti O3, K Mn F3, Rb Ca F3 and Cs Pb Cl3	Journal of Physics C: Solid State Physics (1981) 14, (*) p. 1713-1736	293.00	ABX3	Potassium trifluoromanganate(II)	1981	-1	
201316	P 4 m m	Cs Eu Cl3	Perovskite#PbTiO3#BaTiO3	Preparation, crystal structure, and enthalpy of formation of cesium europium(II) chloride Cs Eu Cl3	Journal of Inorganic and Nuclear Chemistry (1980) 42, (*) p. 55-59	293.00	ABX3	Cesium europium(II) chloride	1980	-1	
201329	P b n m	K (Cd F3)	Perovskite#GdFeO3	The crystal structure of K Cd F3	Journal de Physique (Paris) (1982) 43, (*) p. 1227-1232	293.00	ABX3	Potassium trifluorocadmate	1982	-1	
201828	P 63/m m c	Cs V Cl3	BaNiO3	Magnetic Order in A V X3 (A=Rb, Cs,(C D3)4 N; X=Cl, Br,I): A Neutron Diffraction Study	Journal of Solid State Chemistry (1985) 56, (*) p. 343-354	293.00	ABX3	Cesium Vanadium(II) Trichloride- 293K	1985	-1	
201829	P 63/m m c	Cs V Br3	BaNiO3	Magnetic Order in A V X3 (A=Rb, Cs,(C D3)4 N; X=Cl, Br,I): A Neutron Diffraction Study	Journal of Solid State Chemistry (1985) 56, (*) p. 343-354	293.00	ABX3	Cesium Vanadium(II) Tribromide- 293K	1985	-1	
201830	P 63/m m c	Rb V Cl3	BaNiO3	Magnetic Order in A V X3 (A=Rb, Cs,(C D3)4 N; X=Cl, Br,I): A Neutron Diffraction Study	Journal of Solid State Chemistry (1985) 56, (*) p. 343-354	293.00	ABX3	Rubidium Vanadium(II) Trichloride- 293K	1985	-1	
201831	P 63/m m c	Rb V Br3	BaNiO3	Magnetic Order in A V X3 (A=Rb, Cs,(C D3)4 N; X=Cl, Br,I): A Neutron Diffraction Study	Journal of Solid State Chemistry (1985) 56, (*) p. 343-354	293.00	ABX3	Rubidium vanadium(II) bromide	1985	-1	
230496	P b n m	Cs Pb Cl3	Perovskite#GdFeO3	Pressure-induced structural evolution and optical properties of metal-halide perovskite CsPbCl3	Journal of Physical Chemistry C (2018) 122, (27) p. 15220-15225	293.00	ABX3	Cesium lead chloride (1/1/3)	2018	-1	
230497	P b n m	Cs Pb Cl3	Perovskite#GdFeO3	Pressure-induced structural evolution and optical properties of metal-halide perovskite CsPbCl3	Journal of Physical Chemistry C (2018) 122, (27) p. 15220-15225	293.00	ABX3	Cesium lead chloride (1/1/3)	2018	-1	
231017	P m -3 m	Cs Pb Br3	Perovskite#CaTiO3	Depressed phase transitions and thermally persistent local distortions in CsPbBr3 quantum dots	Chemistry of Materials (2018) 30, (19) p. 6711-6716	295.00	ABX3	Cesium lead tribromide	2018	-1	
231018	P 4/m b m	Cs Pb Br3	CsSnI3	Depressed phase transitions and thermally persistent local distortions in CsPbBr3 quantum dots	Chemistry of Materials (2018) 30, (19) p. 6711-6716	295.00	ABX3	Cesium lead tribromide	2018	-1	
231019	P n m a	Cs Pb Br3	Perovskite#GdFeO3	Depressed phase transitions and thermally persistent local distortions in CsPbBr3 quantum dots	Chemistry of Materials (2018) 30, (19) p. 6711-6716	295.00	ABX3	Cesium lead tribromide	2018	-1	
231023	P m -3 m	Cs Pb Br3	Perovskite#CaTiO3	Depressed phase transitions and thermally persistent local distortions in CsPbBr3 quantum dots	Chemistry of Materials (2018) 30, (19) p. 6711-6716	295.00	ABX3	Cesium lead tribromide	2018	-1	
231024	P 4/m b m	Cs Pb Br3	CsSnI3	Depressed phase transitions and thermally persistent local distortions in CsPbBr3 quantum dots	Chemistry of Materials (2018) 30, (19) p. 6711-6716	295.00	ABX3	Cesium lead tribromide	2018	-1	
231025	P n m a	Cs Pb Br3	Perovskite#GdFeO3	Depressed phase transitions and thermally persistent local distortions in CsPbBr3 quantum dots	Chemistry of Materials (2018) 30, (19) p. 6711-6716	295.00	ABX3	Cesium lead tribromide	2018	-1	
239317	C m c m	Na Ni F3	Pyroxene#CaIrO3	Time-of-flight neutron powder diffraction with milligram samples: the crystal structures of Na Co F3 and Na Ni F3 post-perovskites	Journal of Applied Crystallography (2014) 47, (6) p. 1939-1947	293.00	ABX3	Sodium nickel trifluoride	2014	-1	
239318	C m c m	Na Co F3	Pyroxene#CaIrO3	Time-of-flight neutron powder diffraction with milligram samples: the crystal structures of Na Co F3 and Na Ni F3 post-perovskites	Journal of Applied Crystallography (2014) 47, (6) p. 1939-1947	293.00	ABX3	Sodium cobalt trifluoride	2014	-1	
239557	P 1 21/c 1	Tl Cu Cl3	KCuCl3	Surface defect free growth of a spin dimer Tl Cu Cl3 compound crystals and investigations on its optical and magnetic properties	Journal of Solid State Chemistry (2016) 237, (*) p. 358-363	300.00	ABX3	Thallium copper trichloride	2016	-1	
253363	P m -3 m	K (Mg0.98 Eu0.02) F3	Perovskite#CaTiO3	Solvothermal fabrication and luminescent properties of Eu2+/Gd3+ doped potassium magnesium fluoride	Journal of Fluorine Chemistry (2016) 188, (*) p. 28-32	293.00	ABX3	Potassium magnesium-0.98 europium(II)-0.02 trifluoride	2016	-1	
253364	P m -3 m	K (Mg0.96 Eu0.02 Gd0.02) F3	Perovskite#CaTiO3	Solvothermal fabrication and luminescent properties of Eu2+/Gd3+ doped potassium magnesium fluoride	Journal of Fluorine Chemistry (2016) 188, (*) p. 28-32	293.00	ABX3	Potassium magnesium-0.96 europium(II)-0.02 gadolinium-0.02 trifluoride	2016	-1	
253365	P m -3 m	K (Mg0.94 Eu0.02 Gd0.04) F3	Perovskite#CaTiO3	Solvothermal fabrication and luminescent properties of Eu2+/Gd3+ doped potassium magnesium fluoride	Journal of Fluorine Chemistry (2016) 188, (*) p. 28-32	293.00	ABX3	Potassium magnesium-0.94 europium(II)-0.02 gadolinium-0.04 trifluoride	2016	-1	
253366	P m -3 m	K (Mg0.92 Eu0.02 Gd0.06) F3	Perovskite#CaTiO3	Solvothermal fabrication and luminescent properties of Eu2+/Gd3+ doped potassium magnesium fluoride	Journal of Fluorine Chemistry (2016) 188, (*) p. 28-32	293.00	ABX3	Potassium magnesium-0.92 europium(II)-0.02 gadolinium-0.06 trifluoride	2016	-1	
253367	P m -3 m	K (Mg0.90 Eu0.02 Gd0.08) F3	Perovskite#CaTiO3	Solvothermal fabrication and luminescent properties of Eu2+/Gd3+ doped potassium magnesium fluoride	Journal of Fluorine Chemistry (2016) 188, (*) p. 28-32	293.00	ABX3	Potassium magnesium-0.90 europium(II)-0.02 gadolinium-0.08 trifluoride	2016	-1	
